Player,Team,Pos,name,GSIS_ID,Birth_date,season
Daniel Fells,DEN,TE,D.Fells,00-0023752,1983-09-23,2011
Jacob Tamme,IND,TE,J.Tamme,00-0026267,1985-03-15,2011
Delanie Walker,SF,TE,D.Walker,00-0024389,1984-08-12,2011
James Casey,HOU,TE,J.Casey,00-0027109,1984-09-22,2011
Kellen Davis,CHI,TE,K.Davis,00-0026298,1985-10-11,2011
Martellus Bennett,DAL,TE,M.Bennett,00-0026201,1987-03-10,2011
Brandon Myers,OAK,TE,B.Myers,00-0027135,1985-09-04,2011
John Phillips,DAL,TE,J.Phillips,00-0027139,1987-06-11,2011
Alex Smith,CLE,TE,A.Smith,00-0023506,1982-05-22,2011
Clay Harbor,PHI,TE,C.Harbor,00-0027725,1987-07-02,2011
Anthony McCoy,SEA,TE,A.McCoy,00-0027783,1987-12-28,2011
Rob Housler,ARI,TE,R.Housler,00-0028007,1988-03-17,2011
David Johnson,PIT,TE,D.Johnson,00-0026957,1987-08-26,2011
Bear Pascoe,NYG,TE,B.Pascoe,00-0026931,1986-02-23,2011
Luke Stocker,TB,TE,L.Stocker,00-0028042,1988-07-17,2011
Donald Lee,CIN,TE,D.Lee,00-0021929,1980-08-31,2011
Logan Paulsen,WAS,TE,L.Paulsen,00-0027215,1987-02-26,2011
Michael Palmer,ATL,TE,M.Palmer,00-0027202,1988-01-18,2011
Billy Bajema,STL,TE,B.Bajema,00-0023679,1982-10-31,2011
Brody Eldridge,IND,TE,B.Eldridge,00-0027761,1987-03-31,2011
Craig Stevens,TEN,TE,C.Stevens,00-0026225,1984-09-01,2011
Chris Cooley,WAS,TE,C.Cooley,00-0022738,1982-07-11,2011
Michael Hoomanawanui,STL,TE,M.Hoomanawanui,00-0027732,1988-07-04,2011
Jake O'Connell,KC,TE,J.O'Connell,00-0027154,1985-11-06,2011
Dante Rosario,DEN,TE,D.Rosario,00-0025542,1984-10-25,2011
Matt Spaeth,CHI,TE,M.Spaeth,00-0025464,1983-11-24,2011
Jordan Cameron,CLE,TE,J.Cameron,00-0028040,1988-08-07,2011
Tom Crabtree,GB,TE,T.Crabtree,00-0026878,1985-11-04,2011
Will Heller,DET,TE,W.Heller,00-0021756,1981-02-28,2011
Cameron Morrah,SEA,TE,C.Morrah,00-0026963,1987-03-18,2011
Travis Beckum,NYG,TE,T.Beckum,00-0027070,1987-01-24,2011
Mike Caussin,BUF,TE,M.Caussin,00-0027500,1987-02-26,2011
Colin Cochart,CIN,TE,C.Cochart,00-0028550,1987-07-07,2011
Matthew Mulligan,NYJ,TE,M.Mulligan,00-0026008,1985-01-18,2011
Zach Potter,JAC,TE,Z.Potter,00-0026658,1986-05-04,2011
David Thomas,NO,TE,D.Thomas,00-0024301,1983-07-05,2011
Colin Cloherty,JAC,TE,C.Cloherty,00-0026669,1987-09-16,2011
Zach Miller,JAC,TE,Z.Miller,00-0027125,1984-10-04,2011
Zack Pianalto,TB,TE,Z.Pianalto,00-0028509,1989-05-27,2011
Weslye Saunders,PIT,TE,W.Saunders,00-0028270,1989-01-16,2011
Lee Smith,BUF,TE,L.Smith,00-0028097,1987-11-21,2011
Josh Baker,NYJ,TE,J.Baker,00-0028291,1986-12-25,2011
Anthony Becht,KC,TE,A.Becht,00-0019457,1977-08-08,2011
Richie Brockel,CAR,TE,R.Brockel,00-0027583,1986-07-24,2011
John Gilmore,NO,TE,J.Gilmore,00-0021304,1979-09-21,2011
Virgil Green,DEN,TE,V.Green,00-0028142,1988-08-03,2011
Andrew Quarless,GB,TE,A.Quarless,00-0027753,1988-10-06,2011
David Ausberry,OAK,TE,D.Ausberry,00-0028179,1987-09-25,2011
Kevin Brock,BUF,TE,K.Brock,00-0026699,1986-04-09,2011
Jeff Cumberland,NYJ,TE,J.Cumberland,00-0027321,1987-05-02,2011
Jim Dray,ARI,TE,J.Dray,00-0027825,1986-12-31,2011
Daniel Graham,TEN,TE,D.Graham,00-0021154,1978-11-16,2011
Anthony Hill,IND,TE,A.Hill,00-0026908,1985-01-02,2011
Stephen Spach,STL,TE,S.Spach,00-0023108,1982-07-18,2011
D.J. Williams,GB,TE,D.Williams,00-0028079,1988-09-10,2011
Richard Gordon,OAK,TE,R.Gordon,00-0028119,1987-06-07,2011
Garrett Graham,HOU,TE,G.Graham,00-0027718,1986-08-04,2011
Mike Higgins,NO,TE,M.Higgins,00-0028522,1987-12-07,2011
Reggie Kelly,ATL,TE,R.Kelly,00-0009119,1977-02-22,2011
Jimmy Kleinsasser,MIN,TE,J.Kleinsasser,00-0009323,1977-01-31,2011
Jeron Mastrud,MIA,TE,J.Mastrud,00-0027445,1987-12-17,2011
Justin Peelle,SF,TE,J.Peelle,00-0021227,1979-03-15,2011
Allen Reisner,MIN,TE,A.Reisner,00-0028267,1988-09-29,2011
Mike Sellers,WAS,TE,M.Sellers,00-0014655,1975-07-21,2011
Kory Sperry,SD,TE,K.Sperry,00-0026757,1985-04-10,2011
Ryan Taylor,GB,TE,R.Taylor,00-0028156,1987-11-16,2011
Julius Thomas,DEN,TE,J.Thomas,00-0028067,1988-06-27,2011
Dominique Byrd,WAS,TE,D.Byrd,00-0024308,1984-02-07,2011
Collin Franklin,TB,TE,C.Franklin,00-0028295,1988-07-20,2011
Martin Rucker,JAC,TE,M.Rucker,00-0026251,1985-05-04,2011
Will Yeatman,MIA,TE,W.Yeatman,00-0028253,1988-04-10,2011
Drew Brees,NO,QB,D.Brees,00-0020531,1979-01-15,2012
Matthew Stafford,DET,QB,M.Stafford,00-0026498,1988-02-07,2012
Tony Romo,DAL,QB,T.Romo,00-0021678,1980-04-21,2012
Tom Brady,NE,QB,T.Brady,00-0019596,1977-08-03,2012
Matt Ryan,ATL,QB,M.Ryan,00-0026143,1985-05-17,2012
Peyton Manning,DEN,QB,P.Manning,00-0010346,1976-03-24,2012
Andrew Luck,IND,QB,A.Luck,00-0029668,1989-09-12,2012
Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,1983-12-02,2012
Josh Freeman,TB,QB,J.Freeman,00-0026993,1988-01-13,2012
Carson Palmer,OAK,QB,C.Palmer,00-0021429,1979-12-27,2012
Matt Schaub,HOU,QB,M.Schaub,00-0022787,1981-06-25,2012
Eli Manning,NYG,QB,E.Manning,00-0022803,1981-01-03,2012
Cam Newton,CAR,QB,C.Newton,00-0027939,1989-05-11,2012
Joe Flacco,BAL,QB,J.Flacco,00-0026158,1985-01-16,2012
Sam Bradford,STL,QB,S.Bradford,00-0027854,1987-11-08,2012
Andy Dalton,CIN,QB,A.Dalton,00-0027973,1987-10-29,2012
Philip Rivers,SD,QB,P.Rivers,00-0022942,1981-12-08,2012
Ryan Fitzpatrick,BUF,QB,R.Fitzpatrick,00-0023682,1982-11-24,2012
Brandon Weeden,CLE,QB,B.Weeden,00-0029677,1983-10-14,2012
Ryan Tannehill,MIA,QB,R.Tannehill,00-0029701,1988-07-27,2012
Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,1982-03-02,2012
Robert Griffin III,WAS,QB,R.III,00-0029665,1990-02-12,2012
Russell Wilson,SEA,QB,R.Wilson,00-0029263,1988-11-29,2012
Jay Cutler,CHI,QB,J.Cutler,00-0024226,1983-04-29,2012
Christian Ponder,MIN,QB,C.Ponder,00-0027950,1988-02-25,2012
Mark Sanchez,NYJ,QB,M.Sanchez,00-0026898,1986-11-11,2012
Mike Vick,PHI,QB,M.Vick,00-0020245,1980-06-26,2012
Jake Locker,TEN,QB,J.Locker,00-0027946,1988-06-15,2012
Chad Henne,JAC,QB,C.Henne,00-0026197,1985-07-02,2012
Colin Kaepernick,SF,QB,C.Kaepernick,00-0027974,1987-11-03,2012
Matt Cassel,KC,QB,M.Cassel,00-0023662,1982-05-17,2012
Alex Smith,SF,QB,A.Smith,00-0023436,1984-05-07,2012
Nick Foles,PHI,QB,N.Foles,00-0029567,1989-01-20,2012
Blaine Gabbert,JAC,QB,B.Gabbert,00-0027948,1989-10-15,2012
Matt Hasselbeck,TEN,QB,M.Hasselbeck,00-0007091,1975-09-25,2012
Kevin Kolb,ARI,QB,K.Kolb,00-0025423,1984-08-24,2012
Brady Quinn,KC,QB,B.Quinn,00-0025409,1984-10-27,2012
John Skelton,ARI,QB,J.Skelton,00-0027754,1988-03-17,2012
Ryan Lindley,ARI,QB,R.Lindley,00-0029531,1989-06-22,2012
Charlie Batch,PIT,QB,C.Batch,00-0000865,1974-12-05,2012
Kirk Cousins,WAS,QB,K.Cousins,00-0029604,1988-08-19,2012
Brian Hoyer,ARI,QB,B.Hoyer,00-0026625,1985-10-13,2012
Byron Leftwich,PIT,QB,B.Leftwich,00-0022177,1980-01-14,2012
Jason Campbell,CHI,QB,J.Campbell,00-0023460,1981-12-31,2012
Greg McElroy,NYJ,QB,G.McElroy,00-0028146,1988-05-10,2012
Thad Lewis,CLE,QB,T.Lewis,00-0027253,1987-11-19,2012
Tyrod Taylor,BAL,QB,T.Taylor,00-0028118,1989-08-03,2012
Shaun Hill,DET,QB,S.Hill,00-0020679,1980-01-09,2012
Terrelle Pryor,OAK,QB,T.Pryor,00-0028825,1989-06-20,2012
Matt Moore,MIA,QB,M.Moore,00-0025708,1984-08-09,2012
Matt Leinart,OAK,QB,M.Leinart,00-0024225,1983-05-11,2012
Kyle Orton,DAL,QB,K.Orton,00-0023541,1982-11-14,2012
Colt McCoy,CLE,QB,C.McCoy,00-0027688,1986-09-05,2012
Matt Flynn,SEA,QB,M.Flynn,00-0026349,1985-06-20,2012
Bruce Gradkowski,CIN,QB,B.Gradkowski,00-0024408,1983-01-27,2012
Derek Anderson,CAR,QB,D.Anderson,00-0023645,1983-06-15,2012
Dan Orlovsky,TB,QB,D.Orlovsky,00-0023578,1983-08-18,2012
Kellen Clemens,STL,QB,K.Clemens,00-0024264,1983-06-06,2012
Tim Tebow,NYJ,QB,T.Tebow,00-0027876,1987-08-14,2012
T.J. Yates,HOU,QB,T.Yates,00-0028090,1987-05-28,2012
Rusty Smith,TEN,QB,R.Smith,00-0027775,1987-01-28,2012
Tyler Thigpen,BUF,QB,T.Thigpen,00-0025604,1984-04-14,2012
Graham Harrell,GB,QB,G.Harrell,00-0027602,1985-05-22,2012
David Carr,NYG,QB,D.Carr,00-0020608,1979-07-21,2012
Ryan Mallett,NE,QB,R.Mallett,00-0028012,1988-06-05,2012
Trent Edwards,PHI,QB,T.Edwards,00-0025479,1983-10-30,2012
Brock Osweiler,DEN,QB,B.Osweiler,00-0029682,1990-11-22,2012
Chase Daniel,NO,QB,C.Daniel,00-0026544,1986-10-07,2012
Josh Johnson,CLE,QB,J.Johnson,00-0026300,1986-05-15,2012
Adrian Peterson,MIN,RB,A.Peterson,00-0025394,1985-03-21,2012
Alfred Morris,WAS,RB,A.Morris,00-0029141,1988-12-12,2012
Marshawn Lynch,SEA,RB,M.Lynch,00-0025399,1986-04-22,2012
Jamaal Charles,KC,RB,J.Charles,00-0026213,1986-12-27,2012
Doug Martin,TB,RB,D.Martin,00-0029613,1989-01-13,2012
Arian Foster,HOU,RB,A.Foster,00-0026796,1986-08-24,2012
Stevan Ridley,NE,RB,S.Ridley,00-0028011,1989-01-27,2012
C.J. Spiller,BUF,RB,C.Spiller,00-0027861,1987-08-05,2012
Chris Johnson,TEN,RB,C.Johnson,00-0026164,1985-09-23,2012
Frank Gore,SF,RB,F.Gore,00-0023500,1983-05-14,2012
Willis McGahee,DEN,RB,W.McGahee,00-0022178,1981-10-21,2012
Matt Forte,CHI,RB,M.Forte,00-0026184,1985-12-10,2012
BenJarvus Green-Ellis,CIN,RB,B.Green-Ellis,00-0025860,1985-07-02,2012
Ahmad Bradshaw,NYG,RB,A.Bradshaw,00-0025637,1986-03-19,2012
Ray Rice,BAL,RB,R.Rice,00-0026195,1987-01-22,2012
LeSean McCoy,PHI,RB,L.McCoy,00-0027029,1988-07-12,2012
Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275,1985-03-23,2012
Shonn Greene,NYJ,RB,S.Greene,00-0026899,1985-08-21,2012
DeMarco Murray,DAL,RB,D.Murray,00-0028009,1988-02-12,2012
Knowshon Moreno,DEN,RB,K.Moreno,00-0026988,1987-07-16,2012
Steven Jackson,STL,RB,S.Jackson,00-0022736,1983-07-22,2012
Trent Richardson,CLE,RB,T.Richardson,00-0029675,1990-07-10,2012
Reggie Bush,MIA,RB,R.Bush,00-0024217,1985-03-02,2012
Ryan Mathews,SD,RB,R.Mathews,00-0027864,1987-10-10,2012
Darren McFadden,OAK,RB,D.McFadden,00-0026144,1987-08-27,2012
Mikel Leshoure,DET,RB,M.Leshoure,00-0027995,1990-03-30,2012
Vick Ballard,IND,RB,V.Ballard,00-0029547,1990-07-16,2012
Michael Turner,ATL,RB,M.Turner,00-0022821,1982-02-13,2012
Cedric Benson,GB,RB,C.Benson,00-0023439,1982-12-28,2012
Jonathan Dwyer,PIT,RB,J.Dwyer,00-0027786,1989-07-26,2012
DeAngelo Williams,CAR,RB,D.Williams,00-0024242,1983-04-25,2012
Fred Jackson,BUF,RB,F.Jackson,00-0024204,1981-02-20,2012
James Starks,GB,RB,J.Starks,00-0027791,1986-02-25,2012
Donald Brown,IND,RB,D.Brown,00-0027003,1987-04-11,2012
DuJuan Harris,GB,RB,D.Harris,00-0028409,1988-09-03,2012
Alex Green,GB,RB,A.Green,00-0028034,1988-06-23,2012
Andre Brown,NYG,RB,A.Brown,00-0027094,1986-12-15,2012
Mark Ingram,NO,RB,M.Ingram,00-0027966,1989-12-21,2012
Jonathan Stewart,CAR,RB,J.Stewart,00-0026153,1987-03-21,2012
Chris Ivory,NO,RB,C.Ivory,00-0027531,1988-03-22,2012
Bryce Brown,PHI,RB,B.Brown,00-0029429,1991-05-14,2012
Kendall Hunter,SF,RB,K.Hunter,00-0028053,1988-09-16,2012
Bernard Pierce,BAL,RB,B.Pierce,00-0029264,1991-05-10,2012
Ryan Williams,ARI,RB,R.Williams,00-0027976,1990-04-09,2012
Ryan Grant,GB,RB,R.Grant,00-0022984,1982-12-09,2012
Michael Bush,CHI,RB,M.Bush,00-0025487,1984-06-16,2012
Pierre Thomas,NO,RB,P.Thomas,00-0024813,1984-12-18,2012
LaMichael James,SF,RB,L.James,00-0029260,1989-10-22,2012
Bilal Powell,NYJ,RB,B.Powell,00-0028064,1988-10-27,2012
Rashard Mendenhall,PIT,RB,R.Mendenhall,00-0026163,1987-06-19,2012
Daryl Richardson,STL,RB,D.Richardson,00-0029612,1990-04-12,2012
Isaac Redman,PIT,RB,I.Redman,00-0026566,1984-11-10,2012
Beanie Wells,ARI,RB,B.Wells,00-0027007,1988-08-07,2012
Rashad Jennings,JAC,RB,R.Jennings,00-0027155,1985-03-26,2012
Brandon Bolden,NE,RB,B.Bolden,00-0029239,1990-01-26,2012
Daniel Thomas,MIA,RB,D.Thomas,00-0028000,1987-10-29,2012
Jacob Hester,DEN,RB,J.Hester,00-0026209,1985-05-08,2012
Brandon Jackson,CLE,RB,B.Jackson,00-0025450,1985-10-02,2012
Joique Bell,DET,RB,J.Bell,00-0027218,1986-08-04,2012
LaRod Stephens-Howling,ARI,RB,L.Stephens-Howling,00-0026956,1987-04-26,2012
Ben Tate,HOU,RB,B.Tate,00-0027890,1988-08-21,2012
Jeremy Stewart,OAK,FB,J.Stewart,00-0029441,1989-02-17,2012
Felix Jones,DAL,RB,F.Jones,00-0026162,1987-05-08,2012
Peyton Hillis,KC,RB,P.Hillis,00-0026367,1986-01-21,2012
Ronnie Hillman,DEN,RB,R.Hillman,00-0029683,1991-09-14,2012
Justin Forsett,HOU,RB,J.Forsett,00-0026373,1985-10-14,2012
Jacquizz Rodgers,ATL,RB,J.Rodgers,00-0028083,1990-02-06,2012
David Wilson,NYG,RB,D.Wilson,00-0029251,1991-06-15,2012
Robert Turbin,SEA,RB,R.Turbin,00-0029273,1989-12-02,2012
Montario Hardesty,CLE,RB,M.Hardesty,00-0027666,1987-02-01,2012
Jackie Battle,SD,RB,J.Battle,00-0025701,1983-10-01,2012
Shane Vereen,NE,RB,S.Vereen,00-0027994,1989-03-02,2012
Lamar Miller,MIA,RB,L.Miller,00-0029615,1991-04-25,2012
Kahlil Bell,CHI,RB,K.Bell,00-0026579,1986-12-10,2012
Danny Woodhead,NE,RB,D.Woodhead,00-0026019,1985-01-25,2012
Darren Sproles,NO,RB,D.Sproles,00-0023564,1983-06-20,2012
Cedric Peerman,CIN,RB,C.Peerman,00-0026932,1986-10-10,2012
Mike Goodson,OAK,RB,M.Goodson,00-0027080,1987-05-23,2012
Richard Murphy,JAC,RB,R.Murphy,00-0028416,1986-09-18,2012
Bernard Scott,CIN,RB,B.Scott,00-0026941,1984-02-10,2012
Marcel Reece,OAK,FB,M.Reece,00-0026393,1985-06-23,2012
William Powell,ARI,RB,W.Powell,00-0028736,1988-03-09,2012
Tashard Choice,BUF,RB,T.Choice,00-0026262,1984-11-20,2012
Montell Owens,JAC,FB,M.Owens,00-0024103,1984-05-04,2012
Ronnie Brown,SD,RB,R.Brown,00-0023437,1981-12-12,2012
Keith Toston,JAC,RB,K.Toston,00-0027257,1987-05-06,2012
Shaun Draughn,KC,RB,S.Draughn,00-0028202,1987-12-07,2012
Jalen Parmele,JAC,RB,J.Parmele,00-0026316,1985-12-30,2012
Delone Carter,IND,RB,D.Carter,00-0028057,1987-06-22,2012
Joe McKnight,NYJ,RB,J.McKnight,00-0027712,1988-04-16,2012
LeGarrette Blount,TB,RB,L.Blount,00-0027325,1986-12-05,2012
Curtis Brinkley,SD,RB,C.Brinkley,00-0026745,1985-09-20,2012
Mike Tolbert,CAR,FB,M.Tolbert,00-0026069,1985-11-23,2012
Kevin Smith,DET,RB,K.Smith,00-0026204,1986-12-17,2012
Toby Gerhart,MIN,RB,T.Gerhart,00-0027888,1987-03-28,2012
Lance Ball,DEN,RB,L.Ball,00-0026432,1985-06-19,2012
Collin Mooney,TEN,RB,C.Mooney,00-0028876,1986-04-03,2012
Kregg Lumpkin,NYG,RB,K.Lumpkin,00-0026029,1984-05-15,2012
Armando Allen,CHI,RB,A.Allen,00-0028565,1989-04-30,2012
Jordan Todman,JAC,RB,J.Todman,00-0028121,1990-02-24,2012
Dion Lewis,PHI,RB,D.Lewis,00-0028087,1990-09-27,2012
Brian Leonard,CIN,RB,B.Leonard,00-0025439,1984-02-03,2012
Javon Ringer,TEN,RB,J.Ringer,00-0027120,1987-02-02,2012
Chris Rainey,PIT,RB,C.Rainey,00-0029140,1988-03-02,2012
Lance Dunbar,DAL,RB,L.Dunbar,00-0029004,1990-01-25,2012
Evan Royster,WAS,RB,E.Royster,00-0028115,1987-11-26,2012
Leon Washington,SEA,RB,L.Washington,00-0024332,1982-08-29,2012
Anthony Dixon,SF,RB,A.Dixon,00-0027772,1987-09-24,2012
John Kuhn,GB,FB,J.Kuhn,00-0022999,1982-09-09,2012
Cyrus Gray,KC,RB,C.Gray,00-0029298,1989-11-18,2012
Phillip Tanner,DAL,RB,P.Tanner,00-0028613,1988-08-08,2012
Baron Batch,PIT,RB,B.Batch,00-0028170,1987-12-21,2012
Jason Snelling,ATL,FB,J.Snelling,00-0025631,1983-12-29,2012
Anthony Allen,BAL,RB,A.Allen,00-0028163,1988-08-06,2012
Darrel Young,WAS,FB,D.Young,00-0026852,1987-04-08,2012
Isaiah Pead,STL,RB,I.Pead,00-0029626,1989-12-14,2012
Brandon Jacobs,SF,RB,B.Jacobs,00-0023545,1982-07-06,2012
D.J. Ware,TB,RB,D.Ware,00-0024559,1985-02-18,2012
Michael Robinson,SEA,FB,M.Robinson,00-0024315,1983-02-06,2012
Jamie Harper,TEN,RB,J.Harper,00-0028068,1989-09-11,2012
Le'Ron McClain,SD,FB,L.McClain,00-0025524,1984-12-27,2012
Lex Hilliard,NYJ,FB,L.Hilliard,00-0026344,1984-07-30,2012
Da'Rel Scott,NYG,RB,D.Scott,00-0028159,1988-05-26,2012
Mewelde Moore,IND,RB,M.Moore,00-0022217,1982-07-24,2012
Vonta Leach,BAL,FB,V.Leach,00-0022397,1981-11-06,2012
Chris Ogbonnaya,CLE,RB,C.Ogbonnaya,00-0027140,1986-05-20,2012
Dan Herron,CIN,RB,D.Herron,00-0029588,1989-03-21,2012
Nate Eachus,KC,FB,N.Eachus,00-0029358,1990-06-15,2012
Taiwan Jones,OAK,RB,T.Jones,00-0028063,1988-07-26,2012
Stanley Havili,PHI,FB,S.Havili,00-0028178,1987-11-14,2012
Henry Hynoski,NYG,FB,H.Hynoski,00-0028492,1988-12-30,2012
Bruce Miller,SF,FB,B.Miller,00-0028149,1987-08-06,2012
Robert Hughes,IND,FB,R.Hughes,00-0028345,1989-06-21,2012
Jorvorskie Lane,MIA,FB,J.Lane,00-0029619,1987-02-04,2012
Lawrence Vickers,DAL,FB,L.Vickers,00-0024394,1983-05-08,2012
Roy Helu,WAS,RB,R.Helu,00-0028043,1988-12-07,2012
Greg Jones,JAC,FB,G.Jones,00-0022897,1981-05-09,2012
Matt Asiata,MIN,RB,M.Asiata,00-0028198,1987-07-24,2012
Marcus Thigpen,MIA,RB,M.Thigpen,00-0026577,1986-05-15,2012
Will Johnson,PIT,FB,W.Johnson,00-0028841,1988-11-14,2012
Travaris Cadet,NO,RB,T.Cadet,00-0029205,1989-02-01,2012
James Casey,HOU,FB,J.Casey,00-0027109,1984-09-22,2012
Quinn Johnson,TEN,FB,Q.Johnson,00-0027106,1986-09-30,2012
Owen Schmitt,OAK,FB,O.Schmitt,00-0026303,1985-02-13,2012
Armond Smith,CAR,RB,A.Smith,00-0028706,1986-05-07,2012
Calvin Johnson,DET,WR,C.Johnson,00-0025389,1985-09-29,2012
Brandon Marshall,CHI,WR,B.Marshall,00-0024334,1984-03-23,2012
Wes Welker,NE,WR,W.Welker,00-0022427,1981-05-01,2012
Andre Johnson,HOU,WR,A.Johnson,00-0022044,1981-07-11,2012
Reggie Wayne,IND,WR,R.Wayne,00-0020498,1978-11-17,2012
A.J. Green,CIN,WR,A.Green,00-0027942,1988-07-31,2012
Demaryius Thomas,DEN,WR,D.Thomas,00-0027874,1987-12-25,2012
Dez Bryant,DAL,WR,D.Bryant,00-0027902,1988-11-04,2012
Roddy White,ATL,WR,R.White,00-0023462,1981-11-02,2012
Victor Cruz,NYG,WR,V.Cruz,00-0027265,1986-11-11,2012
Michael Crabtree,SF,WR,M.Crabtree,00-0026986,1987-09-14,2012
Eric Decker,DEN,WR,E.Decker,00-0027690,1987-03-15,2012
Marques Colston,NO,WR,M.Colston,00-0024466,1983-06-05,2012
Randall Cobb,GB,WR,R.Cobb,00-0028002,1990-08-22,2012
Steve Johnson,BUF,WR,S.Johnson,00-0026364,1986-07-22,2012
Julio Jones,ATL,WR,J.Jones,00-0027944,1989-02-08,2012
Brian Hartline,MIA,WR,B.Hartline,00-0027077,1986-11-22,2012
Brandon Lloyd,NE,WR,B.Lloyd,00-0022097,1981-07-05,2012
Steve Smith,CAR,WR,S.Smith,00-0020337,1979-05-12,2012
Vincent Jackson,TB,WR,V.Jackson,00-0023496,1983-01-14,2012
Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,1983-08-31,2012
Jeremy Maclin,PHI,WR,J.Maclin,00-0026995,1988-05-11,2012
Miles Austin,DAL,WR,M.Austin,00-0023921,1984-06-30,2012
Antonio Brown,PIT,WR,A.Brown,00-0027793,1988-07-10,2012
Anquan Boldin,BAL,WR,A.Boldin,00-0022084,1980-10-03,2012
Lance Moore,NO,WR,L.Moore,00-0023310,1983-08-31,2012
Justin Blackmon,JAC,WR,J.Blackmon,00-0029707,1990-01-09,2012
James Jones,GB,WR,J.Jones,00-0025465,1984-03-31,2012
Andre Roberts,ARI,WR,A.Roberts,00-0027691,1988-01-09,2012
Mike Wallace,PIT,WR,M.Wallace,00-0026901,1986-08-01,2012
Kendall Wright,TEN,WR,K.Wright,00-0029708,1989-11-12,2012
Danny Amendola,STL,WR,D.Amendola,00-0026035,1985-11-02,2012
Mike Williams,TB,WR,M.Williams,00-0027702,1987-05-18,2012
Percy Harvin,MIN,WR,P.Harvin,00-0026998,1988-05-28,2012
Davone Bess,MIA,WR,D.Bess,00-0026000,1985-09-13,2012
Donnie Avery,IND,WR,D.Avery,00-0026173,1984-06-12,2012
Dwayne Bowe,KC,WR,D.Bowe,00-0025410,1984-09-21,2012
Malcom Floyd,SD,WR,M.Floyd,00-0022414,1981-09-08,2012
Jeremy Kerley,NYJ,WR,J.Kerley,00-0028091,1988-11-08,2012
Cecil Shorts,JAC,WR,C.Shorts,00-0028052,1987-12-22,2012
Jason Avant,PHI,WR,J.Avant,00-0024324,1983-04-20,2012
Greg Little,CLE,WR,G.Little,00-0027997,1989-05-30,2012
Hakeem Nicks,NYG,WR,H.Nicks,00-0027005,1988-01-14,2012
Dexter McCluster,KC,WR,D.McCluster,00-0027651,1988-08-25,2012
Brandon Gibson,STL,WR,B.Gibson,00-0026937,1987-08-13,2012
Andrew Hawkins,CIN,WR,A.Hawkins,00-0027918,1986-03-10,2012
Denarius Moore,OAK,WR,D.Moore,00-0028086,1988-12-09,2012
Josh Gordon,CLE,WR,J.Gordon,00-0029664,1991-04-13,2012
T.Y. Hilton,IND,WR,T.Hilton,00-0029608,1989-11-14,2012
Sidney Rice,SEA,WR,S.Rice,00-0025431,1986-09-01,2012
Jordy Nelson,GB,WR,J.Nelson,00-0026176,1985-05-31,2012
Torrey Smith,BAL,WR,T.Smith,00-0027996,1989-01-26,2012
Josh Morgan,WAS,WR,J.Morgan,00-0026314,1985-06-20,2012
Nate Washington,TEN,WR,N.Washington,00-0023367,1983-08-28,2012
Kenny Britt,TEN,WR,K.Britt,00-0027006,1988-09-19,2012
Michael Floyd,ARI,WR,M.Floyd,00-0029638,1989-11-27,2012
DeSean Jackson,PHI,WR,D.Jackson,00-0026189,1986-12-01,2012
Brandon Stokley,DEN,WR,B.Stokley,00-0015754,1976-06-23,2012
Golden Tate,SEA,WR,G.Tate,00-0027891,1988-08-02,2012
Pierre Garcon,WAS,WR,P.Garcon,00-0026345,1986-08-08,2012
Brandon LaFell,CAR,WR,B.LaFell,00-0027681,1986-11-04,2012
Emmanuel Sanders,PIT,WR,E.Sanders,00-0027685,1987-03-17,2012
Chris Givens,STL,WR,C.Givens,00-0029614,1989-12-06,2012
Mario Manningham,SF,WR,M.Manningham,00-0026235,1986-05-25,2012
Darrius Heyward-Bey,OAK,WR,D.Heyward-Bey,00-0026983,1987-02-26,2012
Donald Jones,BUF,WR,D.Jones,00-0027518,1987-12-17,2012
Santana Moss,WAS,WR,S.Moss,00-0020494,1979-06-01,2012
Kevin Walter,HOU,WR,K.Walter,00-0021931,1981-08-04,2012
Michael Jenkins,MIN,WR,M.Jenkins,00-0022781,1982-06-18,2012
Domenik Hixon,NYG,WR,D.Hixon,00-0024345,1984-10-08,2012
Rod Streater,OAK,WR,R.Streater,00-0029129,1988-02-09,2012
Harry Douglas,ATL,WR,H.Douglas,00-0026224,1984-09-16,2012
Leonard Hankerson,WAS,WR,L.Hankerson,00-0028017,1989-01-30,2012
Danario Alexander,SD,WR,D.Alexander,00-0027912,1988-08-07,2012
Greg Jennings,GB,WR,G.Jennings,00-0024267,1983-09-21,2012
Titus Young,DET,WR,T.Young,00-0027982,1989-08-21,2012
Kevin Ogletree,DAL,WR,K.Ogletree,00-0026780,1987-08-05,2012
Trevor Graham,BUF,WR,T.Graham,00-0029660,1989-07-27,2012
Jacoby Jones,BAL,WR,J.Jones,00-0025460,1984-07-11,2012
Austin Pettis,STL,WR,A.Pettis,00-0028016,1988-02-08,2012
Damian Williams,TEN,WR,D.Williams,00-0027893,1988-05-26,2012
Doug Baldwin,SEA,WR,D.Baldwin,00-0028434,1988-09-21,2012
Earl Bennett,CHI,WR,E.Bennett,00-0026210,1987-03-23,2012
