Player,Team,Pos,name,GSIS_ID,Birth_date,season
Ben Obomanu,SEA,WR,B.Obomanu,00-0024463,1983-10-30,2009
Roscoe Parrish,BUF,WR,R.Parrish,00-0023490,1982-07-16,2009
Isaiah Stanback,NE,WR,I.Stanback,00-0025490,1984-08-16,2009
Troy Williamson,JAC,WR,T.Williamson,00-0023442,1983-04-30,2009
Steve Johnson,BUF,WR,S.Johnson,00-0026364,1986-07-22,2009
Wallace Wright,NYJ,WR,W.Wright,00-0024171,1984-02-01,2009
Ramses Barden,NYG,WR,R.Barden,00-0026902,1986-01-01,2009
Tim Carter,STL,WR,T.Carter,00-0021174,1979-09-21,2009
Tyler Grisham,PIT,WR,T.Grisham,00-0026562,1987-06-11,2009
James Hardy,BUF,WR,J.Hardy,00-0026181,1985-12-24,2009
Jaymar Johnson,MIN,WR,J.Johnson,00-0026333,1984-07-10,2009
Brandon Jones,SF,WR,B.Jones,00-0023531,1982-10-06,2009
Mark Jones,TEN,WR,M.Jones,00-0022882,1980-11-03,2009
Jordan Kent,STL,WR,J.Kent,00-0025597,1984-07-24,2009
Quinten Lawrence,KC,WR,Q.Lawrence,00-0027122,1984-09-21,2009
Charly Martin,CAR,WR,C.Martin,00-0026753,1984-03-20,2009
Sinorice Moss,NYG,WR,S.Moss,00-0024259,1983-12-28,2009
Kassim Osgood,SD,WR,K.Osgood,00-0021570,1980-05-20,2009
Courtney Roby,NO,WR,C.Roby,00-0023503,1983-01-10,2009
John Standeford,DET,WR,J.Standeford,00-0022277,1982-04-15,2009
Limas Sweed,PIT,WR,L.Sweed,00-0026193,1984-12-25,2009
Jake Allen,CLE,WR,J.Allen,00-0026022,1985-01-18,2009
Samuel Giguere,IND,WR,S.Giguere,00-0025992,1985-07-11,2009
Justin Harper,BAL,WR,J.Harper,00-0026355,1985-02-24,2009
Sean Morey,ARI,WR,S.Morey,00-0011641,1976-02-26,2009
Maurice Purify,CIN,WR,M.Purify,00-0026396,1986-01-17,2009
Darius Reynaud,MIN,WR,D.Reynaud,00-0025951,1984-12-29,2009
Jerome Simpson,CIN,WR,J.Simpson,00-0026186,1986-02-04,2009
Brett Swain,GB,WR,B.Swain,00-0026357,1985-06-21,2009
Brandon Tate,NE,WR,B.Tate,00-0027057,1987-10-05,2009
Dallas Clark,IND,TE,D.Clark,00-0022165,1979-06-12,2009
Jason Witten,DAL,TE,J.Witten,00-0022127,1982-05-06,2009
Tony Gonzalez,ATL,TE,T.Gonzalez,00-0006101,1976-02-27,2009
Antonio Gates,SD,TE,A.Gates,00-0021547,1980-06-18,2009
Vernon Davis,SF,TE,V.Davis,00-0024221,1984-01-31,2009
Kellen Winslow,TB,TE,K.Winslow,00-0022922,1983-07-21,2009
Brent Celek,PHI,TE,B.Celek,00-0025549,1985-01-25,2009
Heath Miller,PIT,TE,H.Miller,00-0023465,1982-10-22,2009
Zach Miller,OAK,TE,Z.Miller,00-0025425,1985-12-11,2009
Greg Olsen,CHI,TE,G.Olsen,00-0025418,1985-03-11,2009
Visanthe Shiancoe,MIN,TE,V.Shiancoe,00-0022054,1980-06-18,2009
Jermichael Finley,GB,TE,J.Finley,00-0026231,1987-03-26,2009
Todd Heap,BAL,TE,T.Heap,00-0020516,1980-03-16,2009
John Carlson,SEA,TE,J.Carlson,00-0026178,1984-05-12,2009
Fred Davis,WAS,TE,F.Davis,00-0026188,1986-01-15,2009
Jeremy Shockey,NO,TE,J.Shockey,00-0021148,1980-08-18,2009
Dustin Keller,NYJ,TE,D.Keller,00-0026170,1984-09-25,2009
Bo Scaife,TEN,TE,B.Scaife,00-0023612,1981-01-06,2009
Kevin Boss,NYG,TE,K.Boss,00-0025540,1984-01-11,2009
Owen Daniels,HOU,TE,O.Daniels,00-0024313,1982-11-09,2009
Donald Lee,GB,TE,D.Lee,00-0021929,1980-08-31,2009
David Thomas,NO,TE,D.Thomas,00-0024301,1983-07-05,2009
Randy McMichael,STL,TE,R.McMichael,00-0021236,1979-06-28,2009
Marcedes Lewis,JAC,TE,M.Lewis,00-0024243,1984-05-19,2009
Anthony Fasano,MIA,TE,A.Fasano,00-0024268,1984-04-20,2009
Tony Scheffler,DEN,TE,T.Scheffler,00-0024276,1983-02-15,2009
Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996,1985-02-23,2009
Chris Cooley,WAS,TE,C.Cooley,00-0022738,1982-07-11,2009
Will Heller,DET,TE,W.Heller,00-0021756,1981-02-28,2009
Benjamin Watson,NE,TE,B.Watson,00-0022943,1980-12-18,2009
Daniel Graham,DEN,TE,D.Graham,00-0021154,1978-11-16,2009
Alge Crumpler,TEN,TE,A.Crumpler,00-0020285,1977-12-23,2009
J.P. Foschi,CIN,TE,J.Foschi,00-0022484,1982-05-19,2009
Joel Dreessen,HOU,TE,J.Dreessen,00-0023630,1982-07-26,2009
Dante Rosario,CAR,TE,D.Rosario,00-0025542,1984-10-25,2009
Jeff King,CAR,TE,J.King,00-0024369,1983-02-19,2009
Zach Miller,JAC,TE,Z.Miller,00-0027125,1984-10-04,2009
Delanie Walker,SF,TE,D.Walker,00-0024389,1984-08-12,2009
Leonard Pope,KC,TE,L.Pope,00-0024287,1983-09-10,2009
Desmond Clark,CHI,TE,D.Clark,00-0003035,1977-04-20,2009
Joey Haynos,MIA,TE,J.Haynos,00-0026026,1984-08-28,2009
Casey Fitzsimmons,DET,TE,C.Fitzsimmons,00-0021525,1980-10-10,2009
Shawn Nelson,BUF,TE,S.Nelson,00-0027088,1985-10-05,2009
Daniel Coats,CIN,TE,D.Coats,00-0024607,1984-04-16,2009
Martellus Bennett,DAL,TE,M.Bennett,00-0026201,1987-03-10,2009
Jerramy Stevens,TB,TE,J.Stevens,00-0021159,1979-11-13,2009
Chris Baker,NE,TE,C.Baker,00-0021213,1979-11-18,2009
Sean Ryan,KC,TE,S.Ryan,00-0022817,1980-03-27,2009
Gary Barnidge,CAR,TE,G.Barnidge,00-0026281,1985-09-22,2009
Evan Moore,CLE,TE,E.Moore,00-0026123,1985-01-03,2009
Ben Patrick,ARI,TE,B.Patrick,00-0025602,1984-08-23,2009
Justin Peelle,ATL,TE,J.Peelle,00-0021227,1979-03-15,2009
Robert Royal,CLE,TE,R.Royal,00-0021273,1979-05-15,2009
Ernest Wilford,JAC,TE,E.Wilford,00-0022901,1979-01-14,2009
Steve Heiden,CLE,TE,S.Heiden,00-0007213,1976-09-21,2009
Jimmy Kleinsasser,MIN,TE,J.Kleinsasser,00-0009323,1977-01-31,2009
Tony Stewart,OAK,TE,T.Stewart,00-0020268,1979-08-09,2009
Jared Cook,TEN,TE,J.Cook,00-0027061,1987-04-07,2009
Brad Cottam,KC,TE,B.Cottam,00-0026216,1984-11-28,2009
Kellen Davis,CHI,TE,K.Davis,00-0026298,1985-10-11,2009
Derek Fine,BUF,TE,D.Fine,00-0026272,1983-08-24,2009
Gijon Robinson,IND,TE,G.Robinson,00-0024529,1984-10-12,2009
Derek Schouman,BUF,TE,D.Schouman,00-0025609,1985-03-11,2009
Billy Bajema,STL,TE,B.Bajema,00-0023679,1982-10-31,2009
Travis Beckum,NYG,TE,T.Beckum,00-0027070,1987-01-24,2009
Tom Santi,IND,TE,T.Santi,00-0026336,1985-11-22,2009
Anthony Becht,ARI,TE,A.Becht,00-0019457,1977-08-08,2009
Spencer Havner,GB,TE,S.Havner,00-0023832,1983-02-02,2009
John Phillips,DAL,TE,J.Phillips,00-0027139,1987-06-11,2009
James Casey,HOU,TE,J.Casey,00-0027109,1984-09-22,2009
Jeff Dugan,MIN,TE,J.Dugan,00-0022746,1981-04-08,2009
Jonathan Stupar,BUF,TE,J.Stupar,00-0025864,1984-07-24,2009
Darnell Dinkins,NO,TE,D.Dinkins,00-0020550,1977-01-20,2009
Michael Gaines,CLE,TE,M.Gaines,00-0022706,1980-03-30,2009
Darcy Johnson,NYG,TE,D.Johnson,00-0023797,1983-02-11,2009
Brandon Manumaleuna,SD,TE,B.Manumaleuna,00-0020342,1980-01-04,2009
Matt Spaeth,PIT,TE,M.Spaeth,00-0025464,1983-11-24,2009
Greg Estandia,CLE,TE,G.Estandia,00-0023784,1982-11-18,2009
Brandon Myers,OAK,TE,B.Myers,00-0027135,1985-09-04,2009
Stephen Spach,ARI,TE,S.Spach,00-0023108,1982-07-18,2009
Todd Yoder,WAS,TE,T.Yoder,00-0019127,1978-03-18,2009
John Gilmore,TB,TE,J.Gilmore,00-0021304,1979-09-21,2009
John Owens,SEA,TE,J.Owens,00-0021255,1980-01-10,2009
Alex Smith,PHI,TE,A.Smith,00-0023506,1982-05-22,2009
Kory Sperry,MIA,TE,K.Sperry,00-0026757,1985-04-10,2009
Jacob Tamme,IND,TE,J.Tamme,00-0026267,1985-03-15,2009
David Johnson,PIT,TE,D.Johnson,00-0026957,1987-08-26,2009
Jake Nordin,DET,TE,J.Nordin,00-0024825,1984-07-08,2009
Jake O'Connell,KC,TE,J.O'Connell,00-0027154,1985-11-06,2009
L.J. Smith,BAL,TE,L.Smith,00-0022126,1980-05-13,2009
Colin Cloherty,IND,TE,C.Cloherty,00-0026669,1987-09-16,2009
Dan Gronkowski,DET,TE,D.Gronkowski,00-0027157,1985-01-21,2009
Ben Hartsock,NYJ,TE,B.Hartsock,00-0022847,1980-07-05,2009
Anthony Hill,HOU,TE,A.Hill,00-0026908,1985-01-02,2009
Tory Humphrey,NO,TE,T.Humphrey,00-0023210,1983-01-20,2009
Edgar Jones,BAL,TE,E.Jones,00-0024714,1984-12-01,2009
Joe Klopfenstein,BUF,TE,J.Klopfenstein,00-0024261,1983-11-09,2009
Cameron Morrah,SEA,TE,C.Morrah,00-0026963,1987-03-18,2009
Matthew Mulligan,NYJ,TE,M.Mulligan,00-0026008,1985-01-18,2009
Bear Pascoe,NYG,TE,B.Pascoe,00-0026931,1986-02-23,2009
Zach Potter,JAC,TE,Z.Potter,00-0026658,1986-05-04,2009
Richard Quinn,DEN,TE,R.Quinn,00-0027040,1986-09-06,2009
Craig Stevens,TEN,TE,C.Stevens,00-0026225,1984-09-01,2009
Keith Zinger,ATL,TE,K.Zinger,00-0026372,1984-10-09,2009
Philip Rivers,SD,QB,P.Rivers,00-0022942,1981-12-08,2010
Peyton Manning,IND,QB,P.Manning,00-0010346,1976-03-24,2010
Drew Brees,NO,QB,D.Brees,00-0020531,1979-01-15,2010
Matt Schaub,HOU,QB,M.Schaub,00-0022787,1981-06-25,2010
Eli Manning,NYG,QB,E.Manning,00-0022803,1981-01-03,2010
Carson Palmer,CIN,QB,C.Palmer,00-0021429,1979-12-27,2010
Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,1983-12-02,2010
Tom Brady,NE,QB,T.Brady,00-0019596,1977-08-03,2010
Matt Ryan,ATL,QB,M.Ryan,00-0026143,1985-05-17,2010
Kyle Orton,DEN,QB,K.Orton,00-0023541,1982-11-14,2010
Joe Flacco,BAL,QB,J.Flacco,00-0026158,1985-01-16,2010
Sam Bradford,STL,QB,S.Bradford,00-0027854,1987-11-08,2010
Josh Freeman,TB,QB,J.Freeman,00-0026993,1988-01-13,2010
Donovan McNabb,WAS,QB,D.McNabb,00-0011022,1976-11-25,2010
Chad Henne,MIA,QB,C.Henne,00-0026197,1985-07-02,2010
Mark Sanchez,NYJ,QB,M.Sanchez,00-0026898,1986-11-11,2010
Jay Cutler,CHI,QB,J.Cutler,00-0024226,1983-04-29,2010
Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,1982-03-02,2010
Matt Cassel,KC,QB,M.Cassel,00-0023662,1982-05-17,2010
Mike Vick,PHI,QB,M.Vick,00-0020245,1980-06-26,2010
Matt Hasselbeck,SEA,QB,M.Hasselbeck,00-0007091,1975-09-25,2010
Ryan Fitzpatrick,BUF,QB,R.Fitzpatrick,00-0023682,1982-11-24,2010
David Garrard,JAC,QB,D.Garrard,00-0021231,1978-02-14,2010
Shaun Hill,DET,QB,S.Hill,00-0020679,1980-01-09,2010
Brett Favre,MIN,QB,B.Favre,00-0005106,1969-10-10,2010
Jason Campbell,OAK,QB,J.Campbell,00-0023460,1981-12-31,2010
Alex Smith,SF,QB,A.Smith,00-0023436,1984-05-07,2010
Jon Kitna,DAL,QB,J.Kitna,00-0009311,1972-09-21,2010
Derek Anderson,ARI,QB,D.Anderson,00-0023645,1983-06-15,2010
Kerry Collins,TEN,QB,K.Collins,00-0003292,1972-12-30,2010
Tony Romo,DAL,QB,T.Romo,00-0021678,1980-04-21,2010
Colt McCoy,CLE,QB,C.McCoy,00-0027688,1986-09-05,2010
Jimmy Clausen,CAR,QB,J.Clausen,00-0027659,1987-09-21,2010
Vince Young,TEN,QB,V.Young,00-0024218,1983-05-18,2010
Kevin Kolb,PHI,QB,K.Kolb,00-0025423,1984-08-24,2010
Troy Smith,SF,QB,T.Smith,00-0025561,1984-07-20,2010
Bruce Gradkowski,OAK,QB,B.Gradkowski,00-0024408,1983-01-27,2010
Rex Grossman,WAS,QB,R.Grossman,00-0022121,1980-08-23,2010
Jake Delhomme,CLE,QB,J.Delhomme,00-0004161,1975-01-10,2010
Matt Moore,CAR,QB,M.Moore,00-0025708,1984-08-09,2010
Drew Stanton,DET,QB,D.Stanton,00-0025430,1984-05-07,2010
Seneca Wallace,CLE,QB,S.Wallace,00-0022055,1980-08-06,2010
John Skelton,ARI,QB,J.Skelton,00-0027754,1988-03-17,2010
Tim Tebow,DEN,QB,T.Tebow,00-0027876,1987-08-14,2010
Matthew Stafford,DET,QB,M.Stafford,00-0026498,1988-02-07,2010
Charlie Whitehurst,SEA,QB,C.Whitehurst,00-0024296,1982-08-06,2010
Joe Webb,MIN,QB,J.Webb,00-0027796,1986-11-14,2010
Tyler Thigpen,MIA,QB,T.Thigpen,00-0025604,1984-04-14,2010
Matt Flynn,GB,QB,M.Flynn,00-0026349,1985-06-20,2010
Max Hall,ARI,QB,M.Hall,00-0027347,1985-10-01,2010
Charlie Batch,PIT,QB,C.Batch,00-0000865,1974-12-05,2010
Tarvaris Jackson,MIN,QB,T.Jackson,00-0024279,1983-04-21,2010
Trent Edwards,JAC,QB,T.Edwards,00-0025479,1983-10-30,2010
Dennis Dixon,PIT,QB,D.Dixon,00-0026296,1985-01-11,2010
Stephen McGee,DAL,QB,S.McGee,00-0027071,1985-09-27,2010
Todd Bouman,JAC,QB,T.Bouman,00-0001545,1972-08-01,2010
Rusty Smith,TEN,QB,R.Smith,00-0027775,1987-01-28,2010
Brian St. Pierre,CAR,QB,B.Pierre,00-0022101,1979-11-28,2010
Richard Bartel,ARI,QB,R.Bartel,00-0025749,1983-02-03,2010
Brian Hoyer,NE,QB,B.Hoyer,00-0026625,1985-10-13,2010
Luke McCown,JAC,QB,L.McCown,00-0022864,1981-07-12,2010
Mark Brunell,NYJ,QB,M.Brunell,00-0002110,1970-09-17,2010
Josh Johnson,TB,QB,J.Johnson,00-0026300,1986-05-15,2010
Brian Brohm,BUF,QB,B.Brohm,00-0026196,1985-09-23,2010
Todd Collins,CHI,QB,T.Collins,00-0003315,1971-11-05,2010
David Carr,SF,QB,D.Carr,00-0020608,1979-07-21,2010
Caleb Hanie,CHI,QB,C.Hanie,00-0025970,1985-09-11,2010
Tony Pike,CAR,QB,T.Pike,00-0027801,1986-03-10,2010
Byron Leftwich,PIT,QB,B.Leftwich,00-0022177,1980-01-14,2010
Brodie Croyle,KC,QB,B.Croyle,00-0024300,1983-02-06,2010
Tyler Palko,KC,QB,T.Palko,00-0024812,1983-08-09,2010
Kyle Boller,OAK,QB,K.Boller,00-0022164,1981-06-17,2010
Levi Brown,BUF,QB,L.Brown,00-0027804,1987-03-11,2010
Chris Redman,ATL,QB,C.Redman,00-0019709,1977-07-07,2010
Chad Pennington,MIA,QB,C.Pennington,00-0019559,1976-06-26,2010
Jordan Palmer,CIN,QB,J.Palmer,00-0025592,1984-05-30,2010
Chase Daniel,NO,QB,C.Daniel,00-0026544,1986-10-07,2010
Billy Volek,SD,QB,B.Volek,00-0019041,1976-04-28,2010
Kellen Clemens,NYJ,QB,K.Clemens,00-0024264,1983-06-06,2010
Arian Foster,HOU,RB,A.Foster,00-0026796,1986-08-24,2010
Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275,1985-03-23,2010
Jamaal Charles,KC,RB,J.Charles,00-0026213,1986-12-27,2010
Darren McFadden,OAK,RB,D.McFadden,00-0026144,1987-08-27,2010
Adrian Peterson,MIN,RB,A.Peterson,00-0025394,1985-03-21,2010
Michael Turner,ATL,RB,M.Turner,00-0022821,1982-02-13,2010
Chris Johnson,TEN,RB,C.Johnson,00-0026164,1985-09-23,2010
Rashard Mendenhall,PIT,RB,R.Mendenhall,00-0026163,1987-06-19,2010
Steven Jackson,STL,RB,S.Jackson,00-0022736,1983-07-22,2010
Frank Gore,SF,RB,F.Gore,00-0023500,1983-05-14,2010
LeGarrette Blount,TB,RB,L.Blount,00-0027325,1986-12-05,2010
Ahmad Bradshaw,NYG,RB,A.Bradshaw,00-0025637,1986-03-19,2010
Ray Rice,BAL,RB,R.Rice,00-0026195,1987-01-22,2010
Ryan Torain,WAS,RB,R.Torain,00-0026279,1986-08-10,2010
Peyton Hillis,CLE,RB,P.Hillis,00-0026367,1986-01-21,2010
LeSean McCoy,PHI,RB,L.McCoy,00-0027029,1988-07-12,2010
Cedric Benson,CIN,RB,C.Benson,00-0023439,1982-12-28,2010
Matt Forte,CHI,RB,M.Forte,00-0026184,1985-12-10,2010
BenJarvus Green-Ellis,NE,RB,B.Green-Ellis,00-0025860,1985-07-02,2010
Joseph Addai,IND,RB,J.Addai,00-0024245,1983-05-03,2010
LaDainian Tomlinson,NYJ,RB,L.Tomlinson,00-0020536,1979-06-23,2010
DeAngelo Williams,CAR,RB,D.Williams,00-0024242,1983-04-25,2010
Knowshon Moreno,DEN,RB,K.Moreno,00-0026988,1987-07-16,2010
Chris Ivory,NO,RB,C.Ivory,00-0027531,1988-03-22,2010
Fred Jackson,BUF,RB,F.Jackson,00-0024204,1981-02-20,2010
Dominic Rhodes,IND,RB,D.Rhodes,00-0019863,1979-01-17,2010
Ryan Mathews,SD,RB,R.Mathews,00-0027864,1987-10-10,2010
Thomas Jones,KC,RB,T.Jones,00-0019641,1978-08-19,2010
Jonathan Stewart,CAR,RB,J.Stewart,00-0026153,1987-03-21,2010
Brandon Jacobs,NYG,RB,B.Jacobs,00-0023545,1982-07-06,2010
Shonn Greene,NYJ,RB,S.Greene,00-0026899,1985-08-21,2010
Felix Jones,DAL,RB,F.Jones,00-0026162,1987-05-08,2010
Mike Tolbert,SD,RB,M.Tolbert,00-0026069,1985-11-23,2010
Marshawn Lynch,SEA,RB,M.Lynch,00-0025399,1986-04-22,2010
Michael Bush,OAK,RB,M.Bush,00-0025487,1984-06-16,2010
Tim Hightower,ARI,RB,T.Hightower,00-0026289,1986-05-23,2010
Ronnie Brown,MIA,RB,R.Brown,00-0023437,1981-12-12,2010
Clinton Portis,WAS,RB,C.Portis,00-0021179,1981-09-01,2010
Ryan Grant,GB,RB,R.Grant,00-0022984,1982-12-09,2010
Pierre Thomas,NO,RB,P.Thomas,00-0024813,1984-12-18,2010
Brandon Jackson,GB,RB,B.Jackson,00-0025450,1985-10-02,2010
Ricky Williams,MIA,RB,R.Williams,00-0017915,1977-05-21,2010
Danny Woodhead,NE,RB,D.Woodhead,00-0026019,1985-01-25,2010
Donald Brown,IND,RB,D.Brown,00-0027003,1987-04-11,2010
Rashad Jennings,JAC,RB,R.Jennings,00-0027155,1985-03-26,2010
Jahvid Best,DET,RB,J.Best,00-0027880,1989-01-30,2010
James Starks,GB,RB,J.Starks,00-0027791,1986-02-25,2010
Justin Forsett,SEA,RB,J.Forsett,00-0026373,1985-10-14,2010
Beanie Wells,ARI,RB,B.Wells,00-0027007,1988-08-07,2010
Jerome Harrison,PHI,RB,J.Harrison,00-0024359,1983-02-26,2010
Marion Barber,DAL,RB,M.Barber,00-0023544,1983-06-10,2010
Mike Goodson,CAR,RB,M.Goodson,00-0027080,1987-05-23,2010
Jonathan Dwyer,PIT,RB,J.Dwyer,00-0027786,1989-07-26,2010
Cadillac Williams,TB,RB,C.Williams,00-0023440,1982-04-21,2010
Mike Hart,IND,RB,M.Hart,00-0026342,1986-04-09,2010
Willis McGahee,BAL,RB,W.McGahee,00-0022178,1981-10-21,2010
Brian Westbrook,SF,RB,B.Westbrook,00-0021216,1979-09-02,2010
Maurice Morris,DET,RB,M.Morris,00-0021182,1979-12-01,2010
Jason Snelling,ATL,FB,J.Snelling,00-0025631,1983-12-29,2010
Kevin Faulk,NE,RB,K.Faulk,00-0005091,1976-06-05,2010
Kevin Smith,DET,RB,K.Smith,00-0026204,1986-12-17,2010
Fred Taylor,NE,RB,F.Taylor,00-0016098,1976-01-27,2010
Toby Gerhart,MIN,RB,T.Gerhart,00-0027888,1987-03-28,2010
Joe McKnight,NYJ,RB,J.McKnight,00-0027712,1988-04-16,2010
C.J. Spiller,BUF,RB,C.Spiller,00-0027861,1987-08-05,2010
Derrick Ward,HOU,RB,D.Ward,00-0022770,1980-08-30,2010
Julius Jones,NO,RB,J.Jones,00-0022840,1981-08-14,2010
Ladell Betts,NO,RB,L.Betts,00-0021184,1979-08-27,2010
Reggie Bush,NO,RB,R.Bush,00-0024217,1985-03-02,2010
Bernard Scott,CIN,RB,B.Scott,00-0026941,1984-02-10,2010
Laurence Maroney,DEN,RB,L.Maroney,00-0024236,1985-02-05,2010
John Kuhn,GB,FB,J.Kuhn,00-0022999,1982-09-09,2010
Keiland Williams,WAS,RB,K.Williams,00-0027214,1986-08-14,2010
Thomas Clayton,NE,RB,T.Clayton,00-0025573,1984-04-26,2010
James Davis,WAS,RB,J.Davis,00-0027130,1986-01-01,2010
Darren Sproles,SD,RB,D.Sproles,00-0023564,1983-06-20,2010
Chester Taylor,CHI,RB,C.Taylor,00-0021314,1979-09-22,2010
Lance Ball,DEN,RB,L.Ball,00-0026432,1985-06-19,2010
Isaac Redman,PIT,RB,I.Redman,00-0026566,1984-11-10,2010
Tashard Choice,DAL,RB,T.Choice,00-0026262,1984-11-20,2010
Javon Ringer,TEN,RB,J.Ringer,00-0027120,1987-02-02,2010
Anthony Dixon,SF,RB,A.Dixon,00-0027772,1987-09-24,2010
Deji Karim,JAC,RB,D.Karim,00-0027779,1986-11-18,2010
Javarris James,IND,RB,J.James,00-0027467,1987-09-18,2010
Correll Buckhalter,DEN,RB,C.Buckhalter,00-0020270,1978-10-06,2010
Aaron Brown,DET,RB,A.Brown,00-0027129,1985-10-10,2010
Albert Young,MIN,RB,A.Young,00-0025955,1985-02-25,2010
LaRod Stephens-Howling,ARI,RB,L.Stephens-Howling,00-0026956,1987-04-26,2010
Earnest Graham,TB,FB,E.Graham,00-0021755,1980-01-15,2010
Dimitri Nance,GB,RB,D.Nance,00-0027201,1988-02-18,2010
Tyrell Sutton,CAR,RB,T.Sutton,00-0026790,1986-12-19,2010
Steve Slaton,HOU,RB,S.Slaton,00-0026229,1986-01-04,2010
Kenneth Darby,STL,RB,K.Darby,00-0025633,1982-12-26,2010
Marcel Reece,OAK,FB,M.Reece,00-0026393,1985-06-23,2010
Michael Robinson,SEA,FB,M.Robinson,00-0024315,1983-02-06,2010
Mewelde Moore,PIT,RB,M.Moore,00-0022217,1982-07-24,2010
Mike Bell,CLE,RB,M.Bell,00-0024011,1983-04-23,2010
Leon Washington,SEA,RB,L.Washington,00-0024332,1982-08-29,2010
Le'Ron McClain,BAL,FB,L.McClain,00-0025524,1984-12-27,2010
Brian Leonard,CIN,RB,B.Leonard,00-0025439,1984-02-03,2010
D.J. Ware,NYG,RB,D.Ware,00-0024559,1985-02-18,2010
Jerome Felton,DET,FB,J.Felton,00-0026286,1986-07-03,2010
Eldra Buckley,PHI,RB,E.Buckley,00-0024738,1985-06-23,2010
Jacob Hester,SD,FB,J.Hester,00-0026209,1985-05-08,2010
Gartrell Johnson,ATL,RB,G.Johnson,00-0027098,1986-06-21,2010
Jerious Norwood,ATL,RB,J.Norwood,00-0024294,1983-07-29,2010
Lousaka Polite,MIA,FB,L.Polite,00-0022405,1981-09-14,2010
Curtis Brinkley,SD,RB,C.Brinkley,00-0026745,1985-09-20,2010
Kareem Huggins,TB,RB,K.Huggins,00-0026819,1986-05-24,2010
Sammy Morris,NE,RB,S.Morris,00-0019484,1977-03-23,2010
Keith Toston,STL,RB,K.Toston,00-0027257,1987-05-06,2010
Jackie Battle,KC,RB,J.Battle,00-0025701,1983-10-01,2010
John Conner,NYJ,RB,J.Conner,00-0027739,1987-06-08,2010
Josh Vaughan,CAR,RB,J.Vaughan,00-0026644,1986-12-03,2010
Quinton Ganther,BUF,RB,Q.Ganther,00-0024460,1984-07-15,2010
Ovie Mughelli,ATL,FB,O.Mughelli,00-0022143,1980-06-10,2010
Jason Wright,ARI,RB,J.Wright,00-0022288,1982-07-12,2010
Spencer Larsen,DEN,FB,S.Larsen,00-0026323,1984-03-04,2010
Michael Bennett,OAK,RB,M.Bennett,00-0020514,1978-08-13,2010
Tony Fiammetta,CAR,FB,T.Fiammetta,00-0027093,1986-08-22,2010
Rock Cartwright,OAK,RB,R.Cartwright,00-0021357,1979-12-03,2010
Chris Gronkowski,DAL,FB,C.Gronkowski,00-0027419,1986-12-26,2010
Jehuu Caulcrick,BUF,RB,J.Caulcrick,00-0026012,1983-08-06,2010
Larry Johnson,WAS,RB,L.Johnson,00-0021976,1979-11-19,2010
Mike Karney,STL,FB,M.Karney,00-0022796,1981-07-06,2010
Tony Richardson,NYJ,FB,T.Richardson,00-0013694,1971-12-17,2010
Lawrence Vickers,CLE,FB,L.Vickers,00-0024394,1983-05-08,2010
Garrett Wolfe,CHI,RB,G.Wolfe,00-0025480,1984-08-17,2010
Corey McIntyre,BUF,FB,C.McIntyre,00-0020804,1979-01-25,2010
Tim Castille,KC,FB,T.Castille,00-0025672,1984-05-29,2010
Greg Jones,JAC,FB,G.Jones,00-0022897,1981-05-09,2010
Cedric Peerman,CIN,RB,C.Peerman,00-0026932,1986-10-10,2010
Heath Evans,NO,FB,H.Evans,00-0020507,1978-12-30,2010
Mike Sellers,WAS,FB,M.Sellers,00-0014655,1975-07-21,2010
Naufahu Tahi,MIN,FB,N.Tahi,00-0023774,1981-10-30,2010
Ahmard Hall,TEN,FB,A.Hall,00-0024489,1979-11-13,2010
Patrick Cobbs,MIA,RB,P.Cobbs,00-0024172,1983-01-31,2010
Kregg Lumpkin,TB,RB,K.Lumpkin,00-0026029,1984-05-15,2010
Moran Norris,SF,FB,M.Norris,00-0020508,1978-06-16,2010
Chris Pressley,CIN,RB,C.Pressley,00-0026723,1986-08-08,2010
Leonard Weaver,PHI,FB,L.Weaver,00-0023063,1982-09-23,2010
Antone Smith,ATL,RB,A.Smith,00-0026855,1985-09-17,2010
Devin Moore,IND,RB,D.Moore,00-0026620,1985-11-06,2010
Roddy White,ATL,WR,R.White,00-0023462,1981-11-02,2010
Reggie Wayne,IND,WR,R.Wayne,00-0020498,1978-11-17,2010
Santana Moss,WAS,WR,S.Moss,00-0020494,1979-06-01,2010
Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,1983-08-31,2010
Andre Johnson,HOU,WR,A.Johnson,00-0022044,1981-07-11,2010
Brandon Marshall,MIA,WR,B.Marshall,00-0024334,1984-03-23,2010
Wes Welker,NE,WR,W.Welker,00-0022427,1981-05-01,2010
Danny Amendola,STL,WR,D.Amendola,00-0026035,1985-11-02,2010
Marques Colston,NO,WR,M.Colston,00-0024466,1983-06-05,2010
Steve Johnson,BUF,WR,S.Johnson,00-0026364,1986-07-22,2010
Davone Bess,MIA,WR,D.Bess,00-0026000,1985-09-13,2010
Hakeem Nicks,NYG,WR,H.Nicks,00-0027005,1988-01-14,2010
